Pathway1_level	Pathway1	Pathway2_level	Pathway2	Pathway3_level	Pathway3
ko09140	Cellular Processes	ko09142	Cell motility	ko02040	Flagellar assembly [PATH:ko02040]
ko09140	Cellular Processes	ko09142	Cell motility	ko04810	Regulation of actin cytoskeleton [PATH:ko04810]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04110	Cell cycle [PATH:ko04110]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04111	Cell cycle - yeast [PATH:ko04111]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04112	Cell cycle - Caulobacter [PATH:ko04112]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04113	Meiosis - yeast [PATH:ko04113]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04114	Oocyte meiosis [PATH:ko04114]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04115	p53 signaling pathway [PATH:ko04115]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04210	Apoptosis [PATH:ko04210]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04214	Apoptosis - fly [PATH:ko04214]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04215	Apoptosis - multiple species [PATH:ko04215]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04216	Ferroptosis [PATH:ko04216]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04217	Necroptosis [PATH:ko04217]
ko09140	Cellular Processes	ko09143	Cell growth and death	ko04218	Cellular senescence [PATH:ko04218]
ko09140	Cellular Processes	ko09144	Cellular community - eukaryotes	ko04510	Focal adhesion [PATH:ko04510]
ko09140	Cellular Processes	ko09144	Cellular community - eukaryotes	ko04520	Adherens junction [PATH:ko04520]
ko09140	Cellular Processes	ko09144	Cellular community - eukaryotes	ko04530	Tight junction [PATH:ko04530]
ko09140	Cellular Processes	ko09144	Cellular community - eukaryotes	ko04540	Gap junction [PATH:ko04540]
ko09140	Cellular Processes	ko09144	Cellular community - eukaryotes	ko04550	Signaling pathways regulating pluripotency of stem cells [PATH:ko04550]
ko09140	Cellular Processes	ko09145	Cellular community - prokaryotes	ko02024	Quorum sensing [PATH:ko02024]
ko09140	Cellular Processes	ko09145	Cellular community - prokaryotes	ko02025	Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
ko09140	Cellular Processes	ko09145	Cellular community - prokaryotes	ko02026	Biofilm formation - Escherichia coli [PATH:ko02026]
ko09140	Cellular Processes	ko09145	Cellular community - prokaryotes	ko05111	Biofilm formation - Vibrio cholerae [PATH:ko05111]
ko09150	Organismal Systems	ko09149	Aging	ko04211	Longevity regulating pathway [PATH:ko04211]
ko09150	Organismal Systems	ko09149	Aging	ko04212	Longevity regulating pathway - worm [PATH:ko04212]
ko09150	Organismal Systems	ko09149	Aging	ko04213	Longevity regulating pathway - multiple species [PATH:ko04213]
ko09150	Organismal Systems	ko09151	Immune system	ko04062	Chemokine signaling pathway [PATH:ko04062]
ko09150	Organismal Systems	ko09151	Immune system	ko04610	Complement and coagulation cascades [PATH:ko04610]
ko09150	Organismal Systems	ko09151	Immune system	ko04611	Platelet activation [PATH:ko04611]
ko09150	Organismal Systems	ko09151	Immune system	ko04612	Antigen processing and presentation [PATH:ko04612]
ko09150	Organismal Systems	ko09151	Immune system	ko04620	Toll-like receptor signaling pathway [PATH:ko04620]
ko09150	Organismal Systems	ko09151	Immune system	ko04621	NOD-like receptor signaling pathway [PATH:ko04621]
ko09150	Organismal Systems	ko09151	Immune system	ko04622	RIG-I-like receptor signaling pathway [PATH:ko04622]
ko09150	Organismal Systems	ko09151	Immune system	ko04623	Cytosolic DNA-sensing pathway [PATH:ko04623]
ko09150	Organismal Systems	ko09151	Immune system	ko04624	Toll and Imd signaling pathway [PATH:ko04624]
ko09150	Organismal Systems	ko09151	Immune system	ko04625	C-type lectin receptor signaling pathway [PATH:ko04625]
ko09150	Organismal Systems	ko09151	Immune system	ko04640	Hematopoietic cell lineage [PATH:ko04640]
ko09150	Organismal Systems	ko09151	Immune system	ko04650	Natural killer cell mediated cytotoxicity [PATH:ko04650]
ko09150	Organismal Systems	ko09151	Immune system	ko04657	IL-17 signaling pathway [PATH:ko04657]
ko09150	Organismal Systems	ko09151	Immune system	ko04658	Th1 and Th2 cell differentiation [PATH:ko04658]
ko09150	Organismal Systems	ko09151	Immune system	ko04659	Th17 cell differentiation [PATH:ko04659]
ko09150	Organismal Systems	ko09151	Immune system	ko04660	T cell receptor signaling pathway [PATH:ko04660]
ko09150	Organismal Systems	ko09151	Immune system	ko04662	B cell receptor signaling pathway [PATH:ko04662]
ko09150	Organismal Systems	ko09151	Immune system	ko04664	Fc epsilon RI signaling pathway [PATH:ko04664]
ko09150	Organismal Systems	ko09151	Immune system	ko04666	Fc gamma R-mediated phagocytosis [PATH:ko04666]
ko09150	Organismal Systems	ko09151	Immune system	ko04670	Leukocyte transendothelial migration [PATH:ko04670]
ko09150	Organismal Systems	ko09151	Immune system	ko04672	Intestinal immune network for IgA production [PATH:ko04672]
ko09150	Organismal Systems	ko09152	Endocrine system	ko03320	PPAR signaling pathway [PATH:ko03320]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04614	Renin-angiotensin system [PATH:ko04614]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04910	Insulin signaling pathway [PATH:ko04910]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04911	Insulin secretion [PATH:ko04911]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04912	GnRH signaling pathway [PATH:ko04912]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04913	Ovarian steroidogenesis [PATH:ko04913]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04914	Progesterone-mediated oocyte maturation [PATH:ko04914]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04915	Estrogen signaling pathway [PATH:ko04915]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04916	Melanogenesis [PATH:ko04916]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04917	Prolactin signaling pathway [PATH:ko04917]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04918	Thyroid hormone synthesis [PATH:ko04918]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04919	Thyroid hormone signaling pathway [PATH:ko04919]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04920	Adipocytokine signaling pathway [PATH:ko04920]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04921	Oxytocin signaling pathway [PATH:ko04921]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04922	Glucagon signaling pathway [PATH:ko04922]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04923	Regulation of lipolysis in adipocytes [PATH:ko04923]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04924	Renin secretion [PATH:ko04924]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04925	Aldosterone synthesis and secretion [PATH:ko04925]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04926	Relaxin signaling pathway [PATH:ko04926]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04927	Cortisol synthesis and secretion [PATH:ko04927]
ko09150	Organismal Systems	ko09152	Endocrine system	ko04928	Parathyroid hormone synthesis, secretion and action [PATH:ko04928]
ko09150	Organismal Systems	ko09153	Circulatory system	ko04260	Cardiac muscle contraction [PATH:ko04260]
ko09150	Organismal Systems	ko09153	Circulatory system	ko04261	Adrenergic signaling in cardiomyocytes [PATH:ko04261]
ko09150	Organismal Systems	ko09153	Circulatory system	ko04270	Vascular smooth muscle contraction [PATH:ko04270]
ko09150	Organismal Systems	ko09154	Digestive system	ko04970	Salivary secretion [PATH:ko04970]
ko09150	Organismal Systems	ko09154	Digestive system	ko04971	Gastric acid secretion [PATH:ko04971]
ko09150	Organismal Systems	ko09154	Digestive system	ko04972	Pancreatic secretion [PATH:ko04972]
ko09150	Organismal Systems	ko09154	Digestive system	ko04973	Carbohydrate digestion and absorption [PATH:ko04973]
ko09150	Organismal Systems	ko09154	Digestive system	ko04974	Protein digestion and absorption [PATH:ko04974]
ko09150	Organismal Systems	ko09154	Digestive system	ko04975	Fat digestion and absorption [PATH:ko04975]
ko09150	Organismal Systems	ko09154	Digestive system	ko04976	Bile secretion [PATH:ko04976]
ko09150	Organismal Systems	ko09154	Digestive system	ko04977	Vitamin digestion and absorption [PATH:ko04977]
ko09150	Organismal Systems	ko09154	Digestive system	ko04978	Mineral absorption [PATH:ko04978]
ko09150	Organismal Systems	ko09154	Digestive system	ko04979	Cholesterol metabolism [PATH:ko04979]
ko09150	Organismal Systems	ko09155	Excretory system	ko04960	Aldosterone-regulated sodium reabsorption [PATH:ko04960]
ko09150	Organismal Systems	ko09155	Excretory system	ko04961	Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961]
ko09150	Organismal Systems	ko09155	Excretory system	ko04962	Vasopressin-regulated water reabsorption [PATH:ko04962]
ko09150	Organismal Systems	ko09155	Excretory system	ko04964	Proximal tubule bicarbonate reclamation [PATH:ko04964]
ko09150	Organismal Systems	ko09155	Excretory system	ko04966	Collecting duct acid secretion [PATH:ko04966]
ko09150	Organismal Systems	ko09156	Nervous system	ko04720	Long-term potentiation [PATH:ko04720]
ko09150	Organismal Systems	ko09156	Nervous system	ko04721	Synaptic vesicle cycle [PATH:ko04721]
ko09150	Organismal Systems	ko09156	Nervous system	ko04722	Neurotrophin signaling pathway [PATH:ko04722]
ko09150	Organismal Systems	ko09156	Nervous system	ko04723	Retrograde endocannabinoid signaling [PATH:ko04723]
ko09150	Organismal Systems	ko09156	Nervous system	ko04724	Glutamatergic synapse [PATH:ko04724]
ko09150	Organismal Systems	ko09156	Nervous system	ko04725	Cholinergic synapse [PATH:ko04725]
ko09150	Organismal Systems	ko09156	Nervous system	ko04726	Serotonergic synapse [PATH:ko04726]
ko09150	Organismal Systems	ko09156	Nervous system	ko04727	GABAergic synapse [PATH:ko04727]
ko09150	Organismal Systems	ko09156	Nervous system	ko04728	Dopaminergic synapse [PATH:ko04728]
ko09150	Organismal Systems	ko09156	Nervous system	ko04730	Long-term depression [PATH:ko04730]
ko09150	Organismal Systems	ko09157	Sensory system	ko04740	Olfactory transduction [PATH:ko04740]
ko09150	Organismal Systems	ko09157	Sensory system	ko04742	Taste transduction [PATH:ko04742]
ko09150	Organismal Systems	ko09157	Sensory system	ko04744	Phototransduction [PATH:ko04744]
ko09150	Organismal Systems	ko09157	Sensory system	ko04745	Phototransduction - fly [PATH:ko04745]
ko09150	Organismal Systems	ko09157	Sensory system	ko04750	Inflammatory mediator regulation of TRP channels [PATH:ko04750]
ko09150	Organismal Systems	ko09158	Development	ko04320	Dorso-ventral axis formation [PATH:ko04320]
ko09150	Organismal Systems	ko09158	Development	ko04360	Axon guidance [PATH:ko04360]
ko09150	Organismal Systems	ko09158	Development	ko04380	Osteoclast differentiation [PATH:ko04380]
ko09150	Organismal Systems	ko09159	Environmental adaptation	ko04626	Plant-pathogen interaction [PATH:ko04626]
ko09150	Organismal Systems	ko09159	Environmental adaptation	ko04710	Circadian rhythm [PATH:ko04710]
ko09150	Organismal Systems	ko09159	Environmental adaptation	ko04711	Circadian rhythm - fly [PATH:ko04711]
ko09150	Organismal Systems	ko09159	Environmental adaptation	ko04712	Circadian rhythm - plant [PATH:ko04712]
ko09150	Organismal Systems	ko09159	Environmental adaptation	ko04713	Circadian entrainment [PATH:ko04713]
ko09150	Organismal Systems	ko09159	Environmental adaptation	ko04714	Thermogenesis [PATH:ko04714]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05200	Pathways in cancer [PATH:ko05200]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05202	Transcriptional misregulation in cancer [PATH:ko05202]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05203	Viral carcinogenesis [PATH:ko05203]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05204	Chemical carcinogenesis [PATH:ko05204]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05205	Proteoglycans in cancer [PATH:ko05205]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05206	MicroRNAs in cancer [PATH:ko05206]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05230	Central carbon metabolism in cancer [PATH:ko05230]
ko09160	Human Diseases	ko09161	Cancers: Overview	ko05231	Choline metabolism in cancer [PATH:ko05231]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05210	Colorectal cancer [PATH:ko05210]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05211	Renal cell carcinoma [PATH:ko05211]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05212	Pancreatic cancer [PATH:ko05212]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05213	Endometrial cancer [PATH:ko05213]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05214	Glioma [PATH:ko05214]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05215	Prostate cancer [PATH:ko05215]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05216	Thyroid cancer [PATH:ko05216]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05217	Basal cell carcinoma [PATH:ko05217]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05218	Melanoma [PATH:ko05218]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05219	Bladder cancer [PATH:ko05219]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05220	Chronic myeloid leukemia [PATH:ko05220]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05221	Acute myeloid leukemia [PATH:ko05221]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05222	Small cell lung cancer [PATH:ko05222]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05223	Non-small cell lung cancer [PATH:ko05223]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05224	Breast cancer [PATH:ko05224]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05225	Hepatocellular carcinoma [PATH:ko05225]
ko09160	Human Diseases	ko09162	Cancers: Specific types	ko05226	Gastric cancer [PATH:ko05226]
ko09160	Human Diseases	ko09163	Immune diseases	ko05310	Asthma [PATH:ko05310]
ko09160	Human Diseases	ko09163	Immune diseases	ko05320	Autoimmune thyroid disease [PATH:ko05320]
ko09160	Human Diseases	ko09163	Immune diseases	ko05321	Inflammatory bowel disease (IBD) [PATH:ko05321]
ko09160	Human Diseases	ko09163	Immune diseases	ko05322	Systemic lupus erythematosus [PATH:ko05322]
ko09160	Human Diseases	ko09163	Immune diseases	ko05323	Rheumatoid arthritis [PATH:ko05323]
ko09160	Human Diseases	ko09163	Immune diseases	ko05330	Allograft rejection [PATH:ko05330]
ko09160	Human Diseases	ko09163	Immune diseases	ko05332	Graft-versus-host disease [PATH:ko05332]
ko09160	Human Diseases	ko09163	Immune diseases	ko05340	Primary immunodeficiency [PATH:ko05340]
ko09160	Human Diseases	ko09164	Neurodegenerative diseases	ko05010	Alzheimer disease [PATH:ko05010]
ko09160	Human Diseases	ko09164	Neurodegenerative diseases	ko05012	Parkinson disease [PATH:ko05012]
ko09160	Human Diseases	ko09164	Neurodegenerative diseases	ko05014	Amyotrophic lateral sclerosis (ALS) [PATH:ko05014]
ko09160	Human Diseases	ko09164	Neurodegenerative diseases	ko05016	Huntington disease [PATH:ko05016]
ko09160	Human Diseases	ko09164	Neurodegenerative diseases	ko05020	Prion diseases [PATH:ko05020]
ko09160	Human Diseases	ko09165	Substance dependence	ko05030	Cocaine addiction [PATH:ko05030]
ko09160	Human Diseases	ko09165	Substance dependence	ko05031	Amphetamine addiction [PATH:ko05031]
ko09160	Human Diseases	ko09165	Substance dependence	ko05032	Morphine addiction [PATH:ko05032]
ko09160	Human Diseases	ko09165	Substance dependence	ko05033	Nicotine addiction [PATH:ko05033]
ko09160	Human Diseases	ko09165	Substance dependence	ko05034	Alcoholism [PATH:ko05034]
ko09160	Human Diseases	ko09166	Cardiovascular diseases	ko05410	Hypertrophic cardiomyopathy (HCM) [PATH:ko05410]
ko09160	Human Diseases	ko09166	Cardiovascular diseases	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC) [PATH:ko05412]
ko09160	Human Diseases	ko09166	Cardiovascular diseases	ko05414	Dilated cardiomyopathy (DCM) [PATH:ko05414]
ko09160	Human Diseases	ko09166	Cardiovascular diseases	ko05416	Viral myocarditis [PATH:ko05416]
ko09160	Human Diseases	ko09166	Cardiovascular diseases	ko05418	Fluid shear stress and atherosclerosis [PATH:ko05418]
ko09160	Human Diseases	ko09167	Endocrine and metabolic diseases	ko04930	Type II diabetes mellitus [PATH:ko04930]
ko09160	Human Diseases	ko09167	Endocrine and metabolic diseases	ko04931	Insulin resistance [PATH:ko04931]
ko09160	Human Diseases	ko09167	Endocrine and metabolic diseases	ko04932	Non-alcoholic fatty liver disease (NAFLD) [PATH:ko04932]
ko09160	Human Diseases	ko09167	Endocrine and metabolic diseases	ko04933	AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933]
ko09160	Human Diseases	ko09167	Endocrine and metabolic diseases	ko04934	Cushing syndrome [PATH:ko04934]
ko09160	Human Diseases	ko09167	Endocrine and metabolic diseases	ko04940	Type I diabetes mellitus [PATH:ko04940]
ko09160	Human Diseases	ko09167	Endocrine and metabolic diseases	ko04950	Maturity onset diabetes of the young [PATH:ko04950]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05100	Bacterial invasion of epithelial cells [PATH:ko05100]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05110	Vibrio cholerae infection [PATH:ko05110]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05120	Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05130	Pathogenic Escherichia coli infection [PATH:ko05130]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05131	Shigellosis [PATH:ko05131]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05132	Salmonella infection [PATH:ko05132]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05133	Pertussis [PATH:ko05133]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05134	Legionellosis [PATH:ko05134]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05150	Staphylococcus aureus infection [PATH:ko05150]
ko09160	Human Diseases	ko09171	Infectious diseases: Bacterial	ko05152	Tuberculosis [PATH:ko05152]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05160	Hepatitis C [PATH:ko05160]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05161	Hepatitis B [PATH:ko05161]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05162	Measles [PATH:ko05162]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05163	Human cytomegalovirus infection [PATH:ko05163]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05164	Influenza A [PATH:ko05164]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05165	Human papillomavirus infection [PATH:ko05165]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05166	Human T-cell leukemia virus 1 infection [PATH:ko05166]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05167	Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05168	Herpes simplex infection [PATH:ko05168]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05169	Epstein-Barr virus infection [PATH:ko05169]
ko09160	Human Diseases	ko09172	Infectious diseases: Viral	ko05170	Human immunodeficiency virus 1 infection [PATH:ko05170]
ko09160	Human Diseases	ko09174	Infectious diseases: Parasitic	ko05140	Leishmaniasis [PATH:ko05140]
ko09160	Human Diseases	ko09174	Infectious diseases: Parasitic	ko05142	Chagas disease (American trypanosomiasis) [PATH:ko05142]
ko09160	Human Diseases	ko09174	Infectious diseases: Parasitic	ko05143	African trypanosomiasis [PATH:ko05143]
ko09160	Human Diseases	ko09174	Infectious diseases: Parasitic	ko05144	Malaria [PATH:ko05144]
ko09160	Human Diseases	ko09174	Infectious diseases: Parasitic	ko05145	Toxoplasmosis [PATH:ko05145]
ko09160	Human Diseases	ko09174	Infectious diseases: Parasitic	ko05146	Amoebiasis [PATH:ko05146]
ko09160	Human Diseases	ko09175	Drug resistance: Antimicrobial	ko01501	beta-Lactam resistance [PATH:ko01501]
ko09160	Human Diseases	ko09175	Drug resistance: Antimicrobial	ko01502	Vancomycin resistance [PATH:ko01502]
ko09160	Human Diseases	ko09175	Drug resistance: Antimicrobial	ko01503	Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
ko09160	Human Diseases	ko09176	Drug resistance: Antineoplastic	ko01521	EGFR tyrosine kinase inhibitor resistance [PATH:ko01521]
ko09160	Human Diseases	ko09176	Drug resistance: Antineoplastic	ko01522	Endocrine resistance [PATH:ko01522]
ko09160	Human Diseases	ko09176	Drug resistance: Antineoplastic	ko01523	Antifolate resistance [PATH:ko01523]
ko09160	Human Diseases	ko09176	Drug resistance: Antineoplastic	ko01524	Platinum drug resistance [PATH:ko01524]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko00194	Photosynthesis proteins [BR:ko00194]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko00199	Cytochrome P450 [BR:ko00199]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01000	Enzymes [BR:ko01000]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01001	Protein kinases [BR:ko01001]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01002	Peptidases [BR:ko01002]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01003	Glycosyltransferases [BR:ko01003]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01004	Lipid biosynthesis proteins [BR:ko01004]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01005	Lipopolysaccharide biosynthesis proteins [BR:ko01005]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01006	Prenyltransferases [BR:ko01006]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01007	Amino acid related enzymes [BR:ko01007]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01008	Polyketide biosynthesis proteins [BR:ko01008]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01009	Protein phosphatases and associated proteins [BR:ko01009]
ko09180	Brite Hierarchies	ko09181	Protein families: metabolism	ko01011	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03000	Transcription factors [BR:ko03000]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03009	Ribosome biogenesis [BR:ko03009]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03011	Ribosome [BR:ko03011]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03012	Translation factors [BR:ko03012]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03016	Transfer RNA biogenesis [BR:ko03016]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03019	Messenger RNA biogenesis [BR:ko03019]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03021	Transcription machinery [BR:ko03021]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03029	Mitochondrial biogenesis [BR:ko03029]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03032	DNA replication proteins [BR:ko03032]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03036	Chromosome and associated proteins [BR:ko03036]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03041	Spliceosome [BR:ko03041]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03051	Proteasome [BR:ko03051]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03110	Chaperones and folding catalysts [BR:ko03110]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko03400	DNA repair and recombination proteins [BR:ko03400]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko04121	Ubiquitin system [BR:ko04121]
ko09180	Brite Hierarchies	ko09182	Protein families: genetic information processing	ko04131	Membrane trafficking [BR:ko04131]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko00535	Proteoglycans [BR:ko00535]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko00536	Glycosaminoglycan binding proteins [BR:ko00536]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko00537	Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko01504	Antimicrobial resistance genes [BR:ko01504]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko02000	Transporters [BR:ko02000]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko02022	Two-component system [BR:ko02022]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko02035	Bacterial motility proteins [BR:ko02035]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko02042	Bacterial toxins [BR:ko02042]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko02044	Secretion system [BR:ko02044]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko02048	Prokaryotic defense system [BR:ko02048]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko03200	Viral proteins [BR:ko03200]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko03310	Nuclear receptors [BR:ko03310]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04030	G protein-coupled receptors [BR:ko04030]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04031	GTP-binding proteins [BR:ko04031]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04040	Ion channels [BR:ko04040]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04050	Cytokine receptors [BR:ko04050]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04052	Cytokines and growth factors [BR:ko04052]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04054	Pattern recognition receptors [BR:ko04054]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04090	CD molecules [BR:ko04090]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04091	Lectins [BR:ko04091]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04147	Exosome [BR:ko04147]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04515	Cell adhesion molecules [BR:ko04515]
ko09180	Brite Hierarchies	ko09183	Protein families: signaling and cellular processes	ko04812	Cytoskeleton proteins [BR:ko04812]
ko09180	Brite Hierarchies	ko09184	RNA family	ko03100	Non-coding RNAs [BR:ko03100]
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99980	Enzymes with EC numbers
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99981	Carbohydrate metabolism
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99982	Energy metabolism
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99983	Lipid metabolism
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99984	Nucleotide metabolism
ko09190	Not Included in Pathway or Brite	ko09191	Unclassified: metabolism	ko99985	Amino acid metabolism
